Systematic_name	Common_name	GCF_000146045.2_R64_genomic_ID	SGD_ID
YMR125W	STO1	ID=cds4287	SGD:S000004732
YMR126C	DLT1	ID=cds4288	SGD:S000004733
YMR127C	SAS2	ID=cds4289	SGD:S000004734
YMR128W	ECM16	ID=cds4290	SGD:S000004735
YMR129W	POM152	ID=cds4291	SGD:S000004736
YMR130W	NA	ID=cds4292	SGD:S000004737
YMR131C	RRB1	ID=cds4293	SGD:S000004738
YMR132C	JLP2	ID=cds4294	SGD:S000004739
YMR133W	REC114	ID=cds4295	SGD:S000004740
YMR134W	ERG29	ID=cds4296	SGD:S000004741
YMR135C	GID8	ID=cds4297	SGD:S000004742
YMR136W	GAT2	ID=cds4298	SGD:S000004744
YMR137C	PSO2	ID=cds4299	SGD:S000004745
YMR138W	CIN4	ID=cds4300	SGD:S000004746
YMR139W	RIM11	ID=cds4301	SGD:S000004747
YMR140W	SIP5	ID=cds4302	SGD:S000004748
YMR141C	NA	NA	NA
YMR142C	RPL13B	ID=cds4303	SGD:S000004750
YMR143W	RPS16A	ID=cds4304	SGD:S000004751
YMR144W	FDO1	ID=cds4305	SGD:S000004752
YMR145C	NDE1	ID=cds4306	SGD:S000004753
YMR146C	TIF34	ID=cds4307	SGD:S000004754
YMR147W	NA	ID=cds4308	SGD:S000004755
YMR148W	OSW5	ID=cds4309	SGD:S000004756
YMR149W	SWP1	ID=cds4310	SGD:S000004757
YMR150C	IMP1	ID=cds4311	SGD:S000004758
YMR152W	YIM1	ID=cds4312	SGD:S000004760
YMR153W	NUP53	ID=cds4313	SGD:S000004762
YMR154C	RIM13	ID=cds4314	SGD:S000004763
YMR155W	NA	ID=cds4315	SGD:S000004764
YMR156C	TPP1	ID=cds4316	SGD:S000004765
YMR157C	AIM36	ID=cds4317	SGD:S000004766
YMR158W	MRPS8	ID=cds4318	SGD:S000004767
YMR158C-A	NA	ID=cds4319	SGD:S000007249
YMR159C	ATG16	ID=cds4320	SGD:S000004769
YMR160W	NA	ID=cds4321	SGD:S000004770
YMR161W	HLJ1	ID=cds4322	SGD:S000004771
YMR162C	DNF3	ID=cds4323	SGD:S000004772
YMR163C	INP2	ID=cds4324	SGD:S000004773
YMR164C	MSS11	ID=cds4325	SGD:S000004774
YMR165C	PAH1	ID=cds4326	SGD:S000004775
YMR166C	MME1	ID=cds4327	SGD:S000004776
YMR167W	MLH1	ID=cds4328	SGD:S000004777
YMR168C	CEP3	ID=cds4329	SGD:S000004778
YMR169C	ALD3	ID=cds4330	SGD:S000004779
YMR170C	ALD2	ID=cds4331	SGD:S000004780
YMR171C	EAR1	ID=cds4332	SGD:S000004781
YMR172W	HOT1	ID=cds4333	SGD:S000004783
YMR173W	DDR48	ID=cds4334	SGD:S000004784
YMR174C	PAI3	ID=cds4335	SGD:S000004786
YMR175W	SIP18	ID=cds4336	SGD:S000004787
YMR175W-A	NA	ID=cds4337	SGD:S000028848
YMR176W	ECM5	ID=cds4338	SGD:S000004788
YMR177W	MMT1	ID=cds4339	SGD:S000004789
YMR178W	NA	ID=cds4340	SGD:S000004790
YMR179W	SPT21	ID=cds4341	SGD:S000004791
YMR180C	CTL1	ID=cds4342	SGD:S000004792
YMR181C	NA	ID=cds4343	SGD:S000004793
YMR182C	RGM1	ID=cds4344	SGD:S000004794
YMR182W-A	NA	ID=cds4345	SGD:S000028693
YMR183C	SSO2	ID=cds4346	SGD:S000004795
YMR184W	ADD37	ID=cds4347	SGD:S000004796
YMR185W	RTP1	ID=cds4348	SGD:S000004797
YMR186W	HSC82	ID=cds4349	SGD:S000004798
YMR187C	NA	ID=cds4350	SGD:S000004799
YMR188C	MRPS17	ID=cds4351	SGD:S000004800
YMR189W	GCV2	ID=cds4352	SGD:S000004801
YMR190C	SGS1	ID=cds4353	SGD:S000004802
YMR191W	SPG5	ID=cds4354	SGD:S000004803
YMR192W	GYL1	ID=cds4355	SGD:S000004804
YMR193W	MRPL24	ID=cds4356	SGD:S000004806
YMR194W	RPL36A	ID=cds4357	SGD:S000004807
YMR194C-B	CMC4	ID=cds4358	SGD:S000028514
YMR195W	ICY1	ID=cds4359	SGD:S000004808
YMR196W	NA	ID=cds4360	SGD:S000004809
YMR197C	VTI1	ID=cds4361	SGD:S000004810
YMR198W	CIK1	ID=cds4362	SGD:S000004811
YMR199W	CLN1	ID=cds4363	SGD:S000004812
YMR200W	ROT1	ID=cds4364	SGD:S000004813
YMR201C	RAD14	ID=cds4365	SGD:S000004814
YMR202W	ERG2	ID=cds4366	SGD:S000004815
YMR203W	TOM40	ID=cds4367	SGD:S000004816
YMR204C	INP1	ID=cds4368	SGD:S000004817
YMR205C	PFK2	ID=cds4369	SGD:S000004818
YMR206W	NA	ID=cds4370	SGD:S000004819
YMR207C	HFA1	ID=cds4371	SGD:S000004820
YMR208W	ERG12	ID=cds4372	SGD:S000004821
YMR209C	NA	ID=cds4373	SGD:S000004822
YMR210W	MGL2	ID=cds4374	SGD:S000004823
YMR211W	DML1	ID=cds4375	SGD:S000004824
YMR212C	EFR3	ID=cds4376	SGD:S000004825
YMR213W	CEF1	ID=cds4377	SGD:S000004826
YMR214W	SCJ1	ID=cds4378	SGD:S000004827
YMR215W	GAS3	ID=cds4379	SGD:S000004828
YMR216C	SKY1	ID=cds4380	SGD:S000004829
YMR217W	GUA1	ID=cds4381	SGD:S000004830
YMR218C	TRS130	ID=cds4382	SGD:S000004831
YMR219W	ESC1	ID=cds4383	SGD:S000004832
YMR220W	ERG8	ID=cds4384	SGD:S000004833
YMR221C	FMP42	ID=cds4385	SGD:S000004834
YMR222C	FSH2	ID=cds4386	SGD:S000004835
YMR223W	UBP8	ID=cds4387	SGD:S000004836
YMR224C	MRE11	ID=cds4388	SGD:S000004837
YMR225C	MRPL44	ID=cds4389	SGD:S000004838
YMR226C	NA	ID=cds4390	SGD:S000004839
YMR227C	TAF7	ID=cds4391	SGD:S000004840
YMR228W	MTF1	ID=cds4392	SGD:S000004841
YMR229C	RRP5	ID=cds4393	SGD:S000004842
YMR230W	RPS10B	ID=cds4394	SGD:S000004843
YMR230W-A	NA	ID=cds4395	SGD:S000028576
YMR231W	PEP5	ID=cds4396	SGD:S000004844
YMR232W	FUS2	ID=cds4397	SGD:S000004845
YMR233W	TRI1	ID=cds4398	SGD:S000004846
YMR234W	RNH1	ID=cds4399	SGD:S000004847
YMR235C	RNA1	ID=cds4400	SGD:S000004848
YMR236W	TAF9	ID=cds4401	SGD:S000004849
YMR237W	BCH1	ID=cds4402	SGD:S000004850
YMR238W	DFG5	ID=cds4403	SGD:S000004851
YMR239C	RNT1	ID=cds4404	SGD:S000004852
YMR240C	CUS1	ID=cds4405	SGD:S000004853
YMR241W	YHM2	ID=cds4406	SGD:S000004854
YMR242C	RPL20A	ID=cds4407	SGD:S000004855
YMR242W-A	NA	ID=cds4408	SGD:S000028694
YMR243C	ZRC1	ID=cds4409	SGD:S000004856
YMR244W	NA	ID=cds4410	SGD:S000004858
YMR244C-A	COA6	ID=cds4411	SGD:S000004857
YMR246W	FAA4	ID=cds4412	SGD:S000004860
YMR247C	RKR1	ID=cds4413	SGD:S000004861
YMR247W-A	NA	ID=cds4414	SGD:S000028849
YMR250W	GAD1	ID=cds4415	SGD:S000004862
YMR251W	GTO3	ID=cds4416	SGD:S000004863
YMR251W-A	HOR7	ID=cds4417	SGD:S000004864
YMR252C	NA	ID=cds4418	SGD:S000004865
YMR253C	NA	ID=cds4419	SGD:S000004866
YMR255W	GFD1	ID=cds4420	SGD:S000004868
YMR256C	COX7	ID=cds4421	SGD:S000004869
YMR257C	PET111	ID=cds4422	SGD:S000004870
YMR258C	ROY1	ID=cds4423	SGD:S000004871
YMR259C	TRM732	ID=cds4424	SGD:S000004872
YMR260C	TIF11	ID=cds4425	SGD:S000004873
YMR261C	TPS3	ID=cds4426	SGD:S000004874
YMR262W	NA	ID=cds4427	SGD:S000004875
YMR263W	SAP30	ID=cds4428	SGD:S000004876
YMR264W	CUE1	ID=cds4429	SGD:S000004877
YMR265C	NA	ID=cds4430	SGD:S000004878
YMR266W	RSN1	ID=cds4431	SGD:S000004879
YMR267W	PPA2	ID=cds4432	SGD:S000004880
YMR268C	PRP24	ID=cds4433	SGD:S000004881
YMR269W	TMA23	ID=cds4434	SGD:S000004882
YMR270C	RRN9	ID=cds4435	SGD:S000004883
YMR271C	URA10	ID=cds4436	SGD:S000004884
YMR272C	SCS7	ID=cds4437	SGD:S000004885
YMR272W-B	NA	ID=cds4438	SGD:S000028696
YMR273C	ZDS1	ID=cds4439	SGD:S000004886
YMR274C	RCE1	ID=cds4440	SGD:S000004887
YMR275C	BUL1	ID=cds4441	SGD:S000004888
YMR276W	DSK2	ID=cds4442	SGD:S000004889
YMR277W	FCP1	ID=cds4443	SGD:S000004890
YMR278W	PRM15	ID=cds4444	SGD:S000004891
YMR279C	NA	ID=cds4445	SGD:S000004892
YMR280C	CAT8	ID=cds4446	SGD:S000004893
YMR281W	GPI12	ID=cds4447	SGD:S000004894
YMR282C	AEP2	ID=cds4448	SGD:S000004895
YMR283C	RIT1	ID=cds4449	SGD:S000004896
YMR284W	YKU70	ID=cds4450	SGD:S000004897
YMR285C	NGL2	ID=cds4451	SGD:S000004898
YMR286W	MRPL33	ID=cds4452	SGD:S000004899
YMR287C	DSS1	ID=cds4453	SGD:S000004900
YMR288W	HSH155	ID=cds4454	SGD:S000004901
YMR289W	ABZ2	ID=cds4455	SGD:S000004902
YMR290C	HAS1	ID=cds4456	SGD:S000004903
YMR291W	TDA1	ID=cds4457	SGD:S000004905
YMR292W	GOT1	ID=cds4458	SGD:S000004906
YMR293C	HER2	ID=cds4459	SGD:S000004907
YMR294W	JNM1	ID=cds4460	SGD:S000004908
YMR295C	NA	ID=cds4461	SGD:S000004910
YMR296C	LCB1	ID=cds4462	SGD:S000004911
YMR297W	PRC1	ID=cds4463	SGD:S000004912
YMR298W	LIP1	ID=cds4464	SGD:S000004913
YMR299C	DYN3	ID=cds4465	SGD:S000004914
YMR300C	ADE4	ID=cds4466	SGD:S000004915
YMR301C	ATM1	ID=cds4467	SGD:S000004916
YMR302C	YME2	ID=cds4468	SGD:S000004917
YMR303C	ADH2	ID=cds4469	SGD:S000004918
YMR304W	UBP15	ID=cds4470	SGD:S000004920
YMR305C	SCW10	ID=cds4471	SGD:S000004921
YMR306W	FKS3	ID=cds4472	SGD:S000004923
YMR307W	GAS1	ID=cds4473	SGD:S000004924
YMR308C	PSE1	ID=cds4474	SGD:S000004925
YMR309C	NIP1	ID=cds4475	SGD:S000004926
YMR310C	NA	ID=cds4476	SGD:S000004927
YMR311C	GLC8	ID=cds4477	SGD:S000004928
YMR312W	ELP6	ID=cds4478	SGD:S000004929
YMR313C	TGL3	ID=cds4479	SGD:S000004930
YMR314W	PRE5	ID=cds4480	SGD:S000004931
YMR315W	NA	ID=cds4481	SGD:S000004932
YMR315W-A	NA	ID=cds4482	SGD:S000028697
YMR316W	DIA1	ID=cds4483	SGD:S000004935
YMR316C-A	NA	ID=cds4484	SGD:S000004933
YMR317W	NA	ID=cds4485	SGD:S000004936
YMR318C	ADH6	ID=cds4486	SGD:S000004937
YMR319C	FET4	ID=cds4487	SGD:S000004938
YMR320W	NA	NA	NA
YMR321C	NA	ID=cds4488	SGD:S000004940
YMR322C	SNO4	ID=cds4489	SGD:S000004941
YMR323W	ERR3	ID=cds4490	SGD:S000004942
YMR325W	PAU19	ID=cds4491	SGD:S000004944
YNL339C	YRF1-6	ID=cds4492	SGD:S000005283
YNL336W	COS1	ID=cds4493	SGD:S000005280
YNL335W	DDI3	ID=cds4494	SGD:S000005279
YNL334C	SNO2	ID=cds4495	SGD:S000005278
YNL333W	SNZ2	ID=cds4496	SGD:S000005277
YNL332W	THI12	ID=cds4497	SGD:S000005276
YNL331C	AAD14	ID=cds4498	SGD:S000005275
YNL330C	RPD3	ID=cds4499	SGD:S000005274
YNL329C	PEX6	ID=cds4500	SGD:S000005273
YNL328C	MDJ2	ID=cds4501	SGD:S000005272
YNL327W	EGT2	ID=cds4502	SGD:S000005271
YNL326C	PFA3	ID=cds4503	SGD:S000005270
YNL325C	FIG4	ID=cds4504	SGD:S000005269
YNL323W	LEM3	ID=cds4505	SGD:S000005267
YNL322C	KRE1	ID=cds4506	SGD:S000005266
YNL321W	VNX1	ID=cds4507	SGD:S000005265
YNL320W	NA	ID=cds4508	SGD:S000005264
YNL318C	HXT14	ID=cds4509	SGD:S000005262
YNL317W	PFS2	ID=cds4510	SGD:S000005261
YNL316C	PHA2	ID=cds4511	SGD:S000005260
YNL315C	ATP11	ID=cds4512	SGD:S000005259
YNL314W	DAL82	ID=cds4513	SGD:S000005258
YNL313C	EMW1	ID=cds4514	SGD:S000005257
YNL312W	RFA2	ID=cds4515	SGD:S000005256
YNL311C	SKP2	ID=cds4516	SGD:S000005255
YNL310C	ZIM17	ID=cds4517	SGD:S000005254
YNL309W	STB1	ID=cds4518	SGD:S000005253
YNL308C	KRI1	ID=cds4519	SGD:S000005252
YNL307C	MCK1	ID=cds4520	SGD:S000005251
YNL306W	MRPS18	ID=cds4521	SGD:S000005250
YNL305C	BXI1	ID=cds4522	SGD:S000005249
YNL304W	YPT11	ID=cds4523	SGD:S000005248
YNL302C	RPS19B	ID=cds4524	SGD:S000005246
YNL301C	RPL18B	ID=cds4525	SGD:S000005245
YNL300W	TOS6	ID=cds4526	SGD:S000005244
YNL299W	TRF5	ID=cds4527	SGD:S000005243
YNL298W	CLA4	ID=cds4528	SGD:S000005242
YNL297C	MON2	ID=cds4529	SGD:S000005241
YNL295W	MRX6	ID=cds4530	SGD:S000005239
YNL294C	RIM21	ID=cds4531	SGD:S000005238
YNL293W	MSB3	ID=cds4532	SGD:S000005237
YNL292W	PUS4	ID=cds4533	SGD:S000005236
YNL291C	MID1	ID=cds4534	SGD:S000005235
YNL290W	RFC3	ID=cds4535	SGD:S000005234
YNL289W	PCL1	ID=cds4536	SGD:S000005233
YNL288W	CAF40	ID=cds4537	SGD:S000005232
YNL287W	SEC21	ID=cds4538	SGD:S000005231
YNL286W	CUS2	ID=cds4539	SGD:S000005230
YNL284C	MRPL10	ID=cds4542	SGD:S000005228
YNL283C	WSC2	ID=cds4543	SGD:S000005227
YNL282W	POP3	ID=cds4544	SGD:S000005226
YNL281W	HCH1	ID=cds4545	SGD:S000005225
YNL280C	ERG24	ID=cds4546	SGD:S000005224
YNL279W	PRM1	ID=cds4547	SGD:S000005223
YNL278W	CAF120	ID=cds4548	SGD:S000005222
YNL277W-A	NA	ID=cds4549	SGD:S000028852
YNL277W	MET2	ID=cds4550	SGD:S000005221
YNL275W	BOR1	ID=cds4551	SGD:S000005219
YNL274C	GOR1	ID=cds4552	SGD:S000005218
YNL273W	TOF1	ID=cds4553	SGD:S000005217
YNL272C	SEC2	ID=cds4554	SGD:S000005216
YNL271C	BNI1	ID=cds4555	SGD:S000005215
YNL270C	ALP1	ID=cds4556	SGD:S000005214
YNL269W	BSC4	ID=cds4557	SGD:S000005213
YNL268W	LYP1	ID=cds4558	SGD:S000005212
YNL267W	PIK1	ID=cds4559	SGD:S000005211
YNL265C	IST1	ID=cds4560	SGD:S000005209
YNL264C	PDR17	ID=cds4561	SGD:S000005208
YNL263C	YIF1	ID=cds4562	SGD:S000005207
YNL262W	POL2	ID=cds4563	SGD:S000005206
YNL261W	ORC5	ID=cds4564	SGD:S000005205
YNL260C	LTO1	ID=cds4565	SGD:S000005204
YNL259C	ATX1	ID=cds4566	SGD:S000005203
YNL258C	DSL1	ID=cds4567	SGD:S000005202
YNL257C	SIP3	ID=cds4568	SGD:S000005201
YNL256W	FOL1	ID=cds4569	SGD:S000005200
YNL255C	GIS2	ID=cds4570	SGD:S000005199
YNL254C	RTC4	ID=cds4571	SGD:S000005198
YNL253W	TEX1	ID=cds4572	SGD:S000005197
YNL252C	MRPL17	ID=cds4573	SGD:S000005196
YNL251C	NRD1	ID=cds4574	SGD:S000005195
YNL250W	RAD50	ID=cds4575	SGD:S000005194
YNL249C	MPA43	ID=cds4576	SGD:S000005193
YNL248C	RPA49	ID=cds4577	SGD:S000005192
YNL247W	NA	ID=cds4578	SGD:S000005191
YNL246W	VPS75	ID=cds4579	SGD:S000005190
YNL245C	CWC25	ID=cds4580	SGD:S000005189
YNL244C	SUI1	ID=cds4581	SGD:S000005188
YNL243W	SLA2	ID=cds4582	SGD:S000005187
YNL242W	ATG2	ID=cds4583	SGD:S000005186
YNL241C	ZWF1	ID=cds4584	SGD:S000005185
YNL240C	NAR1	ID=cds4585	SGD:S000005184
YNL239W	LAP3	ID=cds4586	SGD:S000005183
YNL238W	KEX2	ID=cds4587	SGD:S000005182
YNL237W	YTP1	ID=cds4588	SGD:S000005181
YNL236W	SIN4	ID=cds4589	SGD:S000005180
YNL234W	NA	ID=cds4590	SGD:S000005178
YNL233W	BNI4	ID=cds4591	SGD:S000005177
YNL232W	CSL4	ID=cds4592	SGD:S000005176
YNL231C	PDR16	ID=cds4593	SGD:S000005175
YNL230C	ELA1	ID=cds4594	SGD:S000005174
YNL229C	URE2	ID=cds4595	SGD:S000005173
YNL227C	JJJ1	ID=cds4596	SGD:S000005171
YNL225C	CNM67	ID=cds4597	SGD:S000005169
YNL224C	SQS1	ID=cds4598	SGD:S000005168
YNL223W	ATG4	ID=cds4599	SGD:S000005167
YNL222W	SSU72	ID=cds4600	SGD:S000005166
YNL221C	POP1	ID=cds4601	SGD:S000005165
YNL220W	ADE12	ID=cds4602	SGD:S000005164
YNL219C	ALG9	ID=cds4603	SGD:S000005163
YNL218W	MGS1	ID=cds4604	SGD:S000005162
YNL217W	NA	ID=cds4605	SGD:S000005161
YNL216W	RAP1	ID=cds4606	SGD:S000005160
YNL215W	IES2	ID=cds4607	SGD:S000005159
YNL214W	PEX17	ID=cds4608	SGD:S000005158
YNL213C	RRG9	ID=cds4609	SGD:S000005157
YNL212W	VID27	ID=cds4610	SGD:S000005156
YNL211C	MRX7	ID=cds4611	SGD:S000005155
YNL210W	MER1	ID=cds4612	SGD:S000005154
YNL209W	SSB2	ID=cds4613	SGD:S000005153
YNL208W	NA	ID=cds4614	SGD:S000005152
YNL207W	RIO2	ID=cds4615	SGD:S000005151
YNL206C	RTT106	ID=cds4616	SGD:S000005150
YNL204C	SPS18	ID=cds4617	SGD:S000005148
YNL202W	SPS19	ID=cds4618	SGD:S000005146
YNL201C	PSY2	ID=cds4619	SGD:S000005145
YNL200C	NNR1	ID=cds4620	SGD:S000005144
YNL199C	GCR2	ID=cds4621	SGD:S000005143
YNL197C	WHI3	ID=cds4622	SGD:S000005141
YNL196C	SLZ1	ID=cds4623	SGD:S000005140
YNL195C	NA	ID=cds4624	SGD:S000005139
YNL194C	NA	ID=cds4625	SGD:S000005138
YNL193W	NA	ID=cds4626	SGD:S000005137
YNL192W	CHS1	ID=cds4627	SGD:S000005136
YNL191W	DUG3	ID=cds4628	SGD:S000005135
YNL190W	NA	ID=cds4629	SGD:S000005134
YNL189W	SRP1	ID=cds4630	SGD:S000005133
YNL188W	KAR1	ID=cds4631	SGD:S000005132
YNL187W	SWT21	ID=cds4632	SGD:S000005131
YNL186W	UBP10	ID=cds4633	SGD:S000005130
YNL185C	MRPL19	ID=cds4634	SGD:S000005129
YNL184C	NA	ID=cds4635	SGD:S000005128
YNL183C	NPR1	ID=cds4636	SGD:S000005127
YNL182C	IPI3	ID=cds4637	SGD:S000005126
YNL181W	PBR1	ID=cds4638	SGD:S000005125
YNL180C	RHO5	ID=cds4639	SGD:S000005124
YNL178W	RPS3	ID=cds4640	SGD:S000005122
YNL177C	MRPL22	ID=cds4641	SGD:S000005121
YNL176C	TDA7	ID=cds4642	SGD:S000005120
YNL175C	NOP13	ID=cds4643	SGD:S000005119
YNL173C	MDG1	ID=cds4644	SGD:S000005117
YNL172W	APC1	ID=cds4645	SGD:S000005116
YNL169C	PSD1	ID=cds4646	SGD:S000005113
YNL168C	FMP41	ID=cds4647	SGD:S000005112
YNL167C	SKO1	ID=cds4648	SGD:S000005111
YNL166C	BNI5	ID=cds4649	SGD:S000005110
YNL165W	NA	ID=cds4650	SGD:S000005109
YNL164C	IBD2	ID=cds4651	SGD:S000005108
YNL163C	RIA1	ID=cds4652	SGD:S000005107
YNL162W-A	NA	ID=cds4653	SGD:S000007624
YNL162W	RPL42A	ID=cds4654	SGD:S000005106
YNL161W	CBK1	ID=cds4655	SGD:S000005105
YNL160W	YGP1	ID=cds4656	SGD:S000005104
YNL159C	ASI2	ID=cds4657	SGD:S000005103
YNL158W	PGA1	ID=cds4658	SGD:S000005102
YNL157W	IGO1	ID=cds4659	SGD:S000005101
YNL156C	NSG2	ID=cds4660	SGD:S000005100
YNL155W	CUZ1	ID=cds4661	SGD:S000005099
YNL154C	YCK2	ID=cds4662	SGD:S000005098
YNL153C	GIM3	ID=cds4663	SGD:S000005097
YNL152W	INN1	ID=cds4664	SGD:S000005096
YNL151C	RPC31	ID=cds4665	SGD:S000005095
YNL149C	PGA2	ID=cds4666	SGD:S000005093
YNL148C	ALF1	ID=cds4667	SGD:S000005092
YNL147W	LSM7	ID=cds4668	SGD:S000005091
YNL146C-A	NA	ID=cds4669	SGD:S000028851
YNL146W	NA	ID=cds4670	SGD:S000005090
YNL145W	MFA2	ID=cds4671	SGD:S000005089
YNL144C	NA	ID=cds4672	SGD:S000005088
YNL143C	NA	ID=cds4673	SGD:S000005087
YNL142W	MEP2	ID=cds4674	SGD:S000005086
YNL141W	AAH1	ID=cds4675	SGD:S000005085
YNL140C	NA	ID=cds4676	SGD:S000005084
YNL139C	THO2	ID=cds4677	SGD:S000005083
YNL138W-A	YSF3	ID=cds4678	SGD:S000028509
YNL138W	SRV2	ID=cds4679	SGD:S000005082
YNL137C	NAM9	ID=cds4680	SGD:S000005081
YNL136W	EAF7	ID=cds4681	SGD:S000005080
YNL135C	FPR1	ID=cds4682	SGD:S000005079
YNL134C	NA	ID=cds4683	SGD:S000005078
YNL133C	FYV6	ID=cds4684	SGD:S000005077
YNL132W	KRE33	ID=cds4685	SGD:S000005076
YNL131W	TOM22	ID=cds4686	SGD:S000005075
YNL130C	CPT1	ID=cds4687	SGD:S000005074
YNL130C-A	DGR1	ID=cds4688	SGD:S000028579
YNL129W	NRK1	ID=cds4689	SGD:S000005073
YNL128W	TEP1	ID=cds4690	SGD:S000005072
YNL127W	FAR11	ID=cds4691	SGD:S000005071
YNL126W	SPC98	ID=cds4692	SGD:S000005070
YNL125C	ESBP6	ID=cds4693	SGD:S000005069
YNL124W	NAF1	ID=cds4694	SGD:S000005068
YNL123W	NMA111	ID=cds4695	SGD:S000005067
YNL122C	NA	ID=cds4696	SGD:S000005066
YNL121C	TOM70	ID=cds4697	SGD:S000005065
YNL119W	NCS2	ID=cds4698	SGD:S000005063
YNL118C	DCP2	ID=cds4699	SGD:S000005062
YNL117W	MLS1	ID=cds4700	SGD:S000005061
YNL116W	DMA2	ID=cds4701	SGD:S000005060
YNL115C	NA	ID=cds4702	SGD:S000005059
YNL113W	RPC19	ID=cds4703	SGD:S000005057
YNL112W	DBP2	ID=cds4704	SGD:S000005056
YNL111C	CYB5	ID=cds4705	SGD:S000005055
YNL110C	NOP15	ID=cds4706	SGD:S000005054
YNL108C	NA	ID=cds4707	SGD:S000005052
YNL107W	YAF9	ID=cds4708	SGD:S000005051
YNL106C	INP52	ID=cds4709	SGD:S000005050
YNL104C	LEU4	ID=cds4710	SGD:S000005048
YNL103W	MET4	ID=cds4711	SGD:S000005047
YNL102W	POL1	ID=cds4712	SGD:S000005046
YNL101W	AVT4	ID=cds4713	SGD:S000005045
YNL100W	MIC27	ID=cds4714	SGD:S000005044
YNL099C	OCA1	ID=cds4715	SGD:S000005043
YNL098C	RAS2	ID=cds4716	SGD:S000005042
YNL097C-B	NA	ID=cds4717	SGD:S000028699
YNL097C	PHO23	ID=cds4718	SGD:S000005041
YNL096C	RPS7B	ID=cds4719	SGD:S000005040
YNL095C	NA	ID=cds4720	SGD:S000005039
YNL094W	APP1	ID=cds4721	SGD:S000005038
YNL093W	YPT53	ID=cds4722	SGD:S000005037
YNL092W	NA	ID=cds4723	SGD:S000005036
YNL091W	NST1	ID=cds4724	SGD:S000005035
YNL090W	RHO2	ID=cds4725	SGD:S000005034
YNL088W	TOP2	ID=cds4726	SGD:S000005032
YNL087W	TCB2	ID=cds4727	SGD:S000005031
YNL086W	SNN1	ID=cds4728	SGD:S000005030
YNL085W	MKT1	ID=cds4729	SGD:S000005029
YNL084C	END3	ID=cds4730	SGD:S000005028
YNL083W	SAL1	ID=cds4731	SGD:S000005027
YNL082W	PMS1	ID=cds4732	SGD:S000005026
YNL081C	SWS2	ID=cds4733	SGD:S000005025
YNL080C	EOS1	ID=cds4734	SGD:S000005024
YNL079C	TPM1	ID=cds4735	SGD:S000005023
YNL078W	NIS1	ID=cds4736	SGD:S000005022
YNL077W	APJ1	ID=cds4737	SGD:S000005021
YNL076W	MKS1	ID=cds4738	SGD:S000005020
YNL075W	IMP4	ID=cds4739	SGD:S000005019
YNL074C	MLF3	ID=cds4740	SGD:S000005018
YNL073W	MSK1	ID=cds4741	SGD:S000005017
YNL072W	RNH201	ID=cds4742	SGD:S000005016
YNL071W	LAT1	ID=cds4743	SGD:S000005015
YNL070W	TOM7	ID=cds4744	SGD:S000005014
YNL069C	RPL16B	ID=cds4745	SGD:S000005013
YNL068C	FKH2	ID=cds4746	SGD:S000005012
YNL067W-B	NA	ID=cds4747	SGD:S000028810
YNL067W	RPL9B	ID=cds4748	SGD:S000005011
YNL066W	SUN4	ID=cds4749	SGD:S000005010
YNL065W	AQR1	ID=cds4750	SGD:S000005009
YNL064C	YDJ1	ID=cds4751	SGD:S000005008
YNL063W	MTQ1	ID=cds4752	SGD:S000005007
YNL062C	GCD10	ID=cds4753	SGD:S000005006
YNL061W	NOP2	ID=cds4754	SGD:S000005005
YNL059C	ARP5	ID=cds4755	SGD:S000005004
YNL058C	NA	ID=cds4756	SGD:S000005003
YNL056W	OCA2	ID=cds4757	SGD:S000005001
YNL055C	POR1	ID=cds4758	SGD:S000005000
YNL054W	VAC7	ID=cds4761	SGD:S000004999
YNL053W	MSG5	ID=cds4762	SGD:S000004998
YNL052W	COX5A	ID=cds4763	SGD:S000004997
YNL051W	COG5	ID=cds4764	SGD:S000004996
YNL050C	NA	ID=cds4765	SGD:S000004995
YNL049C	SFB2	ID=cds4766	SGD:S000004994
YNL048W	ALG11	ID=cds4767	SGD:S000004993
YNL047C	SLM2	ID=cds4768	SGD:S000004992
YNL046W	NA	ID=cds4769	SGD:S000004991
YNL045W	LAP2	ID=cds4770	SGD:S000004990
YNL044W	YIP3	ID=cds4771	SGD:S000004989
YNL042W-B	NA	ID=cds4772	SGD:S000028850
YNL042W	BOP3	ID=cds4773	SGD:S000004987
YNL041C	COG6	ID=cds4774	SGD:S000004986
YNL040W	NA	ID=cds4775	SGD:S000004985
YNL039W	BDP1	ID=cds4776	SGD:S000004984
YNL038W	GPI15	ID=cds4777	SGD:S000004983
YNL037C	IDH1	ID=cds4778	SGD:S000004982
YNL036W	NCE103	ID=cds4779	SGD:S000004981
YNL035C	NA	ID=cds4780	SGD:S000004980
YNL034W	NA	ID=cds4781	SGD:S000004979
YNL033W	NA	ID=cds4782	SGD:S000004978
YNL032W	SIW14	ID=cds4783	SGD:S000004977
YNL031C	HHT2	ID=cds4784	SGD:S000004976
YNL030W	HHF2	ID=cds4785	SGD:S000004975
YNL029C	KTR5	ID=cds4786	SGD:S000004974
YNL027W	CRZ1	ID=cds4787	SGD:S000004972
YNL026W	SAM50	ID=cds4788	SGD:S000004971
YNL025C	SSN8	ID=cds4789	SGD:S000004970
YNL024C-A	KSH1	ID=cds4790	SGD:S000028698
