Systematic_name	Common_name	GCF_000146045.2_R64_genomic_ID	SGD_ID
YPR118W	MRI1	ID=cds5807	SGD:S000006322
YPR119W	CLB2	ID=cds5808	SGD:S000006323
YPR120C	CLB5	ID=cds5809	SGD:S000006324
YPR121W	THI22	ID=cds5810	SGD:S000006325
YPR122W	AXL1	ID=cds5811	SGD:S000006326
YPR124W	CTR1	ID=cds5812	SGD:S000006328
YPR125W	YLH47	ID=cds5813	SGD:S000006329
YPR127W	NA	ID=cds5814	SGD:S000006331
YPR128C	ANT1	ID=cds5815	SGD:S000006332
YPR129W	SCD6	ID=cds5816	SGD:S000006333
YPR131C	NAT3	ID=cds5817	SGD:S000006335
YPR132W	RPS23B	ID=cds5818	SGD:S000006336
YPR133C	SPN1	ID=cds5819	SGD:S000006337
YPR133W-A	TOM5	ID=cds5820	SGD:S000006433
YPR134W	MSS18	ID=cds5821	SGD:S000006338
YPR135W	CTF4	ID=cds5822	SGD:S000006339
YPR137W	RRP9	ID=cds5823	SGD:S000006341
YPR138C	MEP3	ID=cds5826	SGD:S000006342
YPR139C	LOA1	ID=cds5827	SGD:S000006343
YPR140W	TAZ1	ID=cds5828	SGD:S000006344
YPR141C	KAR3	ID=cds5829	SGD:S000006345
YPR143W	RRP15	ID=cds5830	SGD:S000006347
YPR144C	NOC4	ID=cds5831	SGD:S000006348
YPR145W	ASN1	ID=cds5832	SGD:S000006349
YPR145C-A	NA	ID=cds5833	SGD:S000113589
YPR147C	NA	ID=cds5834	SGD:S000006351
YPR148C	NA	ID=cds5835	SGD:S000006352
YPR149W	NCE102	ID=cds5836	SGD:S000006353
YPR151C	SUE1	ID=cds5837	SGD:S000006355
YPR152C	URN1	ID=cds5838	SGD:S000006356
YPR153W	MAY24	ID=cds5839	SGD:S000006357
YPR154W	PIN3	ID=cds5840	SGD:S000006358
YPR155C	NCA2	ID=cds5841	SGD:S000006359
YPR156C	TPO3	ID=cds5842	SGD:S000006360
YPR157W	TDA6	ID=cds5843	SGD:S000006361
YPR158W	CUR1	ID=cds5844	SGD:S000006362
YPR159W	KRE6	ID=cds5849	SGD:S000006363
YPR159C-A	NA	ID=cds5850	SGD:S000028725
YPR160W	GPH1	ID=cds5851	SGD:S000006364
YPR161C	SGV1	ID=cds5852	SGD:S000006365
YPR162C	ORC4	ID=cds5853	SGD:S000006366
YPR163C	TIF3	ID=cds5854	SGD:S000006367
YPR164W	MMS1	ID=cds5855	SGD:S000006368
YPR165W	RHO1	ID=cds5856	SGD:S000006369
YPR166C	MRP2	ID=cds5857	SGD:S000006370
YPR167C	MET16	ID=cds5858	SGD:S000006371
YPR168W	NUT2	ID=cds5859	SGD:S000006372
YPR169W	JIP5	ID=cds5860	SGD:S000006373
YPR170W-B	NA	ID=cds5861	SGD:S000028515
YPR171W	BSP1	ID=cds5862	SGD:S000006375
YPR172W	NA	ID=cds5863	SGD:S000006376
YPR173C	VPS4	ID=cds5864	SGD:S000006377
YPR174C	NA	ID=cds5865	SGD:S000006378
YPR175W	DPB2	ID=cds5866	SGD:S000006379
YPR176C	BET2	ID=cds5867	SGD:S000006380
YPR178W	PRP4	ID=cds5868	SGD:S000006382
YPR179C	HDA3	ID=cds5869	SGD:S000006383
YPR180W	AOS1	ID=cds5870	SGD:S000006384
YPR181C	SEC23	ID=cds5871	SGD:S000006385
YPR182W	SMX3	ID=cds5872	SGD:S000006386
YPR183W	DPM1	ID=cds5873	SGD:S000006387
YPR184W	GDB1	ID=cds5874	SGD:S000006388
YPR185W	ATG13	ID=cds5875	SGD:S000006389
YPR186C	PZF1	ID=cds5876	SGD:S000006390
YPR187W	RPO26	ID=cds5877	SGD:S000006391
YPR188C	MLC2	ID=cds5878	SGD:S000006392
YPR189W	SKI3	ID=cds5879	SGD:S000006393
YPR190C	RPC82	ID=cds5880	SGD:S000006394
YPR191W	QCR2	ID=cds5881	SGD:S000006395
YPR192W	AQY1	ID=cds5882	SGD:S000006396
YPR193C	HPA2	ID=cds5883	SGD:S000006397
YPR194C	OPT2	ID=cds5884	SGD:S000006398
YPR196W	NA	ID=cds5885	SGD:S000006400
YPR198W	SGE1	ID=cds5886	SGD:S000006402
YPR199C	ARR1	ID=cds5887	SGD:S000006403
YPR200C	ARR2	ID=cds5888	SGD:S000006404
YPR201W	ARR3	ID=cds5889	SGD:S000006405
YPR202W	NA	ID=cds5890	SGD:S000006406
YPR203W	NA	ID=cds5891	SGD:S000006407
YPR204W	NA	ID=cds5892	SGD:S000006408
Q0050	AI1	ID=cds5898	SGD:S000007261
Q0055	AI2	ID=cds5897	SGD:S000007262
Q0060	AI3	ID=cds5896	SGD:S000007263
Q0065	AI4	ID=cds5895	SGD:S000007264
Q0070	AI5_ALPHA	ID=cds5894	SGD:S000007265
Q0045	COX1	ID=cds5893	SGD:S000007260
Q0075	AI5_BETA	ID=cds5899	SGD:S000007266
Q0080	ATP8	ID=cds5900	SGD:S000007267
Q0085	ATP6	ID=cds5901	SGD:S000007268
Q0110	BI2	ID=cds5905	SGD:S000007271
Q0115	BI3	ID=cds5904	SGD:S000007272
Q0120	BI4	ID=cds5903	SGD:S000007273
Q0105	COB	ID=cds5902	SGD:S000007270
Q0130	OLI1	ID=cds5906	SGD:S000007274
Q0140	VAR1	ID=cds5907	SGD:S000007275
Q0160	SCEI	ID=cds5908	SGD:S000007279
Q0250	COX2	ID=cds5909	SGD:S000007281
Q0255	NA	ID=cds5910	SGD:S000007282
Q0275	COX3	ID=cds5911	SGD:S000007283
YBL113C	NA	ID=cds94	SGD:S000002153
YBL112C	NA	ID=cds95	SGD:S000002152
YBL111C	NA	ID=cds96	SGD:S000002151
YBL108C-A	PAU9	ID=cds97	SGD:S000007592
YBL107C	MIX23	ID=cds98	SGD:S000000203
YBL106C	SRO77	ID=cds99	SGD:S000000202
YBL105C	PKC1	ID=cds100	SGD:S000000201
YBL104C	SEA4	ID=cds101	SGD:S000000200
YBL103C	RTG3	ID=cds102	SGD:S000000199
YBL102W	SFT2	ID=cds103	SGD:S000000198
YBL101C	ECM21	ID=cds104	SGD:S000000197
YBL100W-C	NA	ID=cds105	SGD:S000028598
YBL099W	ATP1	ID=cds108	SGD:S000000195
YBL098W	BNA4	ID=cds109	SGD:S000000194
YBL097W	BRN1	ID=cds110	SGD:S000000193
YBL095W	MRX3	ID=cds111	SGD:S000000191
YBL093C	ROX3	ID=cds112	SGD:S000000189
YBL092W	RPL32	ID=cds113	SGD:S000000188
YBL091C-A	SCS22	ID=cds114	SGD:S000007228
YBL091C	MAP2	ID=cds115	SGD:S000000187
YBL090W	MRP21	ID=cds116	SGD:S000000186
YBL089W	AVT5	ID=cds117	SGD:S000000185
YBL088C	TEL1	ID=cds118	SGD:S000000184
YBL087C	RPL23A	ID=cds119	SGD:S000000183
YBL086C	NA	ID=cds120	SGD:S000000182
YBL085W	BOI1	ID=cds121	SGD:S000000181
YBL084C	CDC27	ID=cds122	SGD:S000000180
YBL082C	ALG3	ID=cds123	SGD:S000000178
YBL081W	NA	ID=cds124	SGD:S000000177
YBL080C	PET112	ID=cds125	SGD:S000000176
YBL079W	NUP170	ID=cds126	SGD:S000000175
YBL078C	ATG8	ID=cds127	SGD:S000000174
YBL076C	ILS1	ID=cds128	SGD:S000000172
YBL075C	SSA3	ID=cds129	SGD:S000000171
YBL074C	AAR2	ID=cds130	SGD:S000000170
YBL072C	RPS8A	ID=cds131	SGD:S000000168
YBL071C-B	NA	ID=cds132	SGD:S000028597
YBL071W-A	KTI11	ID=cds133	SGD:S000007587
YBL071C	NA	NA	NA
YBL069W	AST1	ID=cds134	SGD:S000000165
YBL068W	PRS4	ID=cds135	SGD:S000000164
YBL067C	UBP13	ID=cds136	SGD:S000000163
YBL066C	SEF1	ID=cds137	SGD:S000000162
YBL064C	PRX1	ID=cds138	SGD:S000000160
YBL063W	KIP1	ID=cds139	SGD:S000000159
YBL061C	SKT5	ID=cds140	SGD:S000000157
YBL060W	YEL1	ID=cds141	SGD:S000000156
YBL059C-A	CMC2	ID=cds142	SGD:S000007488
YBL059W	NA	ID=cds143	SGD:S000000155
YBL058W	SHP1	ID=cds144	SGD:S000000154
YBL057C	PTH2	ID=cds145	SGD:S000000153
YBL056W	PTC3	ID=cds146	SGD:S000000152
YBL055C	NA	ID=cds147	SGD:S000000151
YBL054W	TOD6	ID=cds148	SGD:S000000150
YBL052C	SAS3	ID=cds149	SGD:S000000148
YBL051C	PIN4	ID=cds150	SGD:S000000147
YBL050W	SEC17	ID=cds151	SGD:S000000146
YBL049W	MOH1	ID=cds152	SGD:S000000145
YBL047C	EDE1	ID=cds153	SGD:S000000143
YBL046W	PSY4	ID=cds154	SGD:S000000142
YBL045C	COR1	ID=cds155	SGD:S000000141
YBL044W	NA	ID=cds156	SGD:S000000140
YBL043W	ECM13	ID=cds157	SGD:S000000139
YBL042C	FUI1	ID=cds158	SGD:S000000138
YBL041W	PRE7	ID=cds159	SGD:S000000137
YBL040C	ERD2	ID=cds160	SGD:S000000136
YBL039W-B	NA	ID=cds161	SGD:S000028517
YBL039C	URA7	ID=cds162	SGD:S000000135
YBL038W	MRPL16	ID=cds163	SGD:S000000134
YBL037W	APL3	ID=cds164	SGD:S000000133
YBL036C	NA	ID=cds165	SGD:S000000132
YBL035C	POL12	ID=cds166	SGD:S000000131
YBL034C	STU1	ID=cds167	SGD:S000000130
YBL033C	RIB1	ID=cds168	SGD:S000000129
YBL032W	HEK2	ID=cds169	SGD:S000000128
YBL031W	SHE1	ID=cds170	SGD:S000000127
YBL030C	PET9	ID=cds171	SGD:S000000126
YBL029C-A	NA	ID=cds172	SGD:S000007591
YBL029W	NA	ID=cds173	SGD:S000000125
YBL028C	NA	ID=cds174	SGD:S000000124
YBL027W	RPL19B	ID=cds175	SGD:S000000123
YBL026W	LSM2	ID=cds176	SGD:S000000122
YBL025W	RRN10	ID=cds177	SGD:S000000121
YBL024W	NCL1	ID=cds178	SGD:S000000120
YBL023C	MCM2	ID=cds179	SGD:S000000119
YBL022C	PIM1	ID=cds180	SGD:S000000118
YBL021C	HAP3	ID=cds181	SGD:S000000117
YBL020W	RFT1	ID=cds182	SGD:S000000116
YBL019W	APN2	ID=cds183	SGD:S000000115
YBL018C	POP8	ID=cds184	SGD:S000000114
YBL017C	PEP1	ID=cds185	SGD:S000000113
YBL016W	FUS3	ID=cds186	SGD:S000000112
YBL015W	ACH1	ID=cds187	SGD:S000000111
YBL014C	RRN6	ID=cds188	SGD:S000000110
YBL013W	FMT1	ID=cds189	SGD:S000000109
YBL011W	SCT1	ID=cds190	SGD:S000000107
YBL010C	NA	ID=cds191	SGD:S000000106
YBL009W	ALK2	ID=cds192	SGD:S000000105
YBL008W-A	NA	ID=cds193	SGD:S000028529
YBL008W	HIR1	ID=cds194	SGD:S000000104
YBL007C	SLA1	ID=cds195	SGD:S000000103
YBL006C	LDB7	ID=cds196	SGD:S000000102
YBL005W	PDR3	ID=cds197	SGD:S000000101
YBL004W	UTP20	ID=cds200	SGD:S000000100
YBL003C	HTA2	ID=cds201	SGD:S000000099
YBL002W	HTB2	ID=cds202	SGD:S000000098
YBL001C	ECM15	ID=cds203	SGD:S000000097
YBR001C	NTH2	ID=cds204	SGD:S000000205
YBR002C	RER2	ID=cds205	SGD:S000000206
YBR003W	COQ1	ID=cds206	SGD:S000000207
YBR004C	GPI18	ID=cds207	SGD:S000000208
YBR005W	RCR1	ID=cds208	SGD:S000000209
YBR006W	UGA2	ID=cds209	SGD:S000000210
YBR007C	DSF2	ID=cds210	SGD:S000000211
YBR008C	FLR1	ID=cds211	SGD:S000000212
YBR009C	HHF1	ID=cds212	SGD:S000000213
YBR010W	HHT1	ID=cds213	SGD:S000000214
YBR011C	IPP1	ID=cds214	SGD:S000000215
YBR013C	NA	ID=cds217	SGD:S000000217
YBR014C	GRX7	ID=cds218	SGD:S000000218
YBR015C	MNN2	ID=cds219	SGD:S000000219
YBR016W	NA	ID=cds220	SGD:S000000220
YBR017C	KAP104	ID=cds221	SGD:S000000221
YBR018C	GAL7	ID=cds222	SGD:S000000222
YBR019C	GAL10	ID=cds223	SGD:S000000223
YBR020W	GAL1	ID=cds224	SGD:S000000224
YBR021W	FUR4	ID=cds225	SGD:S000000225
YBR022W	POA1	ID=cds226	SGD:S000000226
YBR023C	CHS3	ID=cds227	SGD:S000000227
YBR024W	SCO2	ID=cds228	SGD:S000000228
YBR025C	OLA1	ID=cds229	SGD:S000000229
YBR026C	ETR1	ID=cds230	SGD:S000000230
YBR027C	NA	NA	NA
YBR028C	YPK3	ID=cds231	SGD:S000000232
YBR029C	CDS1	ID=cds232	SGD:S000000233
YBR030W	RKM3	ID=cds233	SGD:S000000234
YBR031W	RPL4A	ID=cds234	SGD:S000000235
YBR032W	NA	NA	NA
YBR033W	EDS1	ID=cds235	SGD:S000000237
YBR034C	HMT1	ID=cds236	SGD:S000000238
YBR035C	PDX3	ID=cds237	SGD:S000000239
YBR036C	CSG2	ID=cds238	SGD:S000000240
YBR037C	SCO1	ID=cds239	SGD:S000000241
YBR038W	CHS2	ID=cds240	SGD:S000000242
YBR039W	ATP3	ID=cds241	SGD:S000000243
YBR040W	FIG1	ID=cds242	SGD:S000000244
YBR041W	FAT1	ID=cds243	SGD:S000000245
YBR042C	CST26	ID=cds244	SGD:S000000246
YBR043C	QDR3	ID=cds245	SGD:S000000247
YBR044C	TCM62	ID=cds246	SGD:S000000248
YBR045C	GIP1	ID=cds247	SGD:S000000249
YBR046C	ZTA1	ID=cds248	SGD:S000000250
YBR047W	FMP23	ID=cds249	SGD:S000000251
YBR048W	RPS11B	ID=cds250	SGD:S000000252
YBR049C	REB1	ID=cds251	SGD:S000000253
YBR050C	REG2	ID=cds252	SGD:S000000254
YBR052C	RFS1	ID=cds253	SGD:S000000256
YBR053C	NA	ID=cds254	SGD:S000000257
YBR054W	YRO2	ID=cds255	SGD:S000000258
YBR055C	PRP6	ID=cds256	SGD:S000000259
YBR056W	NA	ID=cds257	SGD:S000000260
YBR056W-A	NA	ID=cds258	SGD:S000028736
YBR057C	MUM2	ID=cds259	SGD:S000000261
YBR058C	UBP14	ID=cds260	SGD:S000000262
YBR058C-A	TSC3	ID=cds261	SGD:S000007521
YBR059C	AKL1	ID=cds262	SGD:S000000263
YBR060C	ORC2	ID=cds263	SGD:S000000264
YBR061C	TRM7	ID=cds264	SGD:S000000265
YBR062C	NA	ID=cds265	SGD:S000000266
YBR063C	NA	ID=cds266	SGD:S000000267
YBR065C	ECM2	ID=cds267	SGD:S000000269
YBR066C	NRG2	ID=cds268	SGD:S000000270
YBR067C	TIP1	ID=cds269	SGD:S000000271
YBR068C	BAP2	ID=cds270	SGD:S000000272
YBR069C	TAT1	ID=cds271	SGD:S000000273
YBR070C	ALG14	ID=cds272	SGD:S000000274
YBR071W	NA	ID=cds273	SGD:S000000275
YBR072W	HSP26	ID=cds274	SGD:S000000276
YBR072C-A	NA	ID=cds275	SGD:S000028532
YBR073W	RDH54	ID=cds276	SGD:S000000277
YBR074W	PFF1	ID=cds277	SGD:S000000278
YBR076W	ECM8	ID=cds278	SGD:S000000280
YBR077C	SLM4	ID=cds279	SGD:S000000281
YBR078W	ECM33	ID=cds280	SGD:S000000282
YBR079C	RPG1	ID=cds281	SGD:S000000283
YBR080C	SEC18	ID=cds282	SGD:S000000284
YBR081C	SPT7	ID=cds283	SGD:S000000285
YBR082C	UBC4	ID=cds284	SGD:S000000286
YBR083W	TEC1	ID=cds285	SGD:S000000287
YBR084W	MIS1	ID=cds286	SGD:S000000288
YBR084C-A	RPL19A	ID=cds287	SGD:S000002156
YBR085W	AAC3	ID=cds288	SGD:S000000289
YBR085C-A	NA	ID=cds289	SGD:S000007522
YBR086C	IST2	ID=cds290	SGD:S000000290
YBR087W	RFC5	ID=cds291	SGD:S000000291
YBR088C	POL30	ID=cds292	SGD:S000000292
YBR089C-A	NHP6B	ID=cds293	SGD:S000002157
YBR090C	NA	ID=cds294	SGD:S000000294
YBR091C	TIM12	ID=cds295	SGD:S000000295
YBR092C	PHO3	ID=cds296	SGD:S000000296
YBR093C	PHO5	ID=cds297	SGD:S000000297
YBR094W	PBY1	ID=cds298	SGD:S000000298
YBR095C	RXT2	ID=cds299	SGD:S000000299
YBR096W	NA	ID=cds300	SGD:S000000300
YBR097W	VPS15	ID=cds301	SGD:S000000301
YBR098W	MMS4	ID=cds302	SGD:S000000302
YBR101C	FES1	ID=cds303	SGD:S000000305
YBR102C	EXO84	ID=cds304	SGD:S000000306
YBR103W	SIF2	ID=cds305	SGD:S000000307
YBR104W	YMC2	ID=cds306	SGD:S000000308
YBR105C	VID24	ID=cds307	SGD:S000000309
YBR106W	PHO88	ID=cds308	SGD:S000000310
YBR107C	IML3	ID=cds309	SGD:S000000311
YBR108W	AIM3	ID=cds310	SGD:S000000312
YBR109C	CMD1	ID=cds311	SGD:S000000313
YBR110W	ALG1	ID=cds312	SGD:S000000314
YBR111C	YSA1	ID=cds313	SGD:S000000315
YBR111W-A	SUS1	ID=cds314	SGD:S000028510
YBR112C	CYC8	ID=cds315	SGD:S000000316
YBR114W	RAD16	ID=cds316	SGD:S000000318
YBR115C	LYS2	ID=cds317	SGD:S000000319
YBR117C	TKL2	ID=cds318	SGD:S000000321
YBR118W	TEF2	ID=cds319	SGD:S000000322
YBR119W	MUD1	ID=cds320	SGD:S000000323
YBR120C	CBP6	ID=cds321	SGD:S000000324
YBR121C	GRS1	ID=cds322	SGD:S000000325
YBR122C	MRPL36	ID=cds323	SGD:S000000326
YBR123C	TFC1	ID=cds324	SGD:S000000327
YBR125C	PTC4	ID=cds325	SGD:S000000329
YBR126C	TPS1	ID=cds326	SGD:S000000330
YBR126W-A	MEO1	ID=cds327	SGD:S000028600
YBR127C	VMA2	ID=cds328	SGD:S000000331
YBR128C	ATG14	ID=cds329	SGD:S000000332
YBR129C	OPY1	ID=cds330	SGD:S000000333
YBR130C	SHE3	ID=cds331	SGD:S000000334
YBR131W	CCZ1	ID=cds332	SGD:S000000335
YBR132C	AGP2	ID=cds333	SGD:S000000336
YBR133C	HSL7	ID=cds334	SGD:S000000337
YBR135W	CKS1	ID=cds335	SGD:S000000339
YBR136W	MEC1	ID=cds336	SGD:S000000340
YBR137W	NA	ID=cds337	SGD:S000000341
YBR138C	NA	ID=cds338	SGD:S000000342
YBR139W	NA	ID=cds339	SGD:S000000343
YBR140C	IRA1	ID=cds340	SGD:S000000344
YBR141C	BMT2	ID=cds341	SGD:S000000345
YBR142W	MAK5	ID=cds342	SGD:S000000346
YBR143C	SUP45	ID=cds343	SGD:S000000347
YBR145W	ADH5	ID=cds344	SGD:S000000349
YBR146W	MRPS9	ID=cds345	SGD:S000000350
YBR147W	RTC2	ID=cds346	SGD:S000000351
YBR148W	YSW1	ID=cds347	SGD:S000000352
YBR149W	ARA1	ID=cds348	SGD:S000000353
YBR150C	TBS1	ID=cds349	SGD:S000000354
YBR151W	APD1	ID=cds350	SGD:S000000355
YBR152W	SPP381	ID=cds351	SGD:S000000356
YBR153W	RIB7	ID=cds352	SGD:S000000357
YBR154C	RPB5	ID=cds353	SGD:S000000358
YBR155W	CNS1	ID=cds354	SGD:S000000359
YBR156C	SLI15	ID=cds355	SGD:S000000360
YBR157C	ICS2	ID=cds356	SGD:S000000361
YBR158W	AMN1	ID=cds357	SGD:S000000362
YBR159W	IFA38	ID=cds358	SGD:S000000363
YBR160W	CDC28	ID=cds359	SGD:S000000364
YBR161W	CSH1	ID=cds360	SGD:S000000365
YBR162C	TOS1	ID=cds361	SGD:S000000366
YBR162W-A	YSY6	ID=cds362	SGD:S000002158
YBR163W	EXO5	ID=cds363	SGD:S000000367
YBR164C	ARL1	ID=cds364	SGD:S000000368
YBR165W	UBS1	ID=cds365	SGD:S000000369
YBR166C	TYR1	ID=cds366	SGD:S000000370
YBR167C	POP7	ID=cds367	SGD:S000000371
YBR168W	PEX32	ID=cds368	SGD:S000000372
YBR169C	SSE2	ID=cds369	SGD:S000000373
YBR170C	NPL4	ID=cds370	SGD:S000000374
YBR171W	SEC66	ID=cds371	SGD:S000000375
YBR172C	SMY2	ID=cds372	SGD:S000000376
YBR173C	UMP1	ID=cds373	SGD:S000000377
YBR175W	SWD3	ID=cds374	SGD:S000000379
YBR176W	ECM31	ID=cds375	SGD:S000000380
YBR177C	EHT1	ID=cds376	SGD:S000000381
YBR179C	FZO1	ID=cds377	SGD:S000000383
YBR180W	DTR1	ID=cds378	SGD:S000000384
YBR181C	RPS6B	ID=cds379	SGD:S000000385
YBR182C	SMP1	ID=cds380	SGD:S000000386
YBR182C-A	NA	ID=cds381	SGD:S000028603
YBR183W	YPC1	ID=cds382	SGD:S000000387
YBR184W	NA	ID=cds383	SGD:S000000388
YBR185C	MBA1	ID=cds384	SGD:S000000389
YBR186W	PCH2	ID=cds385	SGD:S000000390
YBR187W	GDT1	ID=cds386	SGD:S000000391
YBR188C	NTC20	ID=cds387	SGD:S000000392
YBR189W	RPS9B	ID=cds388	SGD:S000000393
YBR191W	RPL21A	ID=cds389	SGD:S000000395
YBR192W	RIM2	ID=cds390	SGD:S000000396
YBR193C	MED8	ID=cds391	SGD:S000000397
YBR194W	AIM4	ID=cds392	SGD:S000000398
YBR195C	MSI1	ID=cds393	SGD:S000000399
YBR196C	PGI1	ID=cds394	SGD:S000000400
YBR196C-A	NA	ID=cds395	SGD:S000028534
YBR196C-B	NA	ID=cds396	SGD:S000028816
YBR197C	NA	ID=cds397	SGD:S000000401
YBR198C	TAF5	ID=cds398	SGD:S000000402
YBR199W	KTR4	ID=cds399	SGD:S000000403
YBR200W	BEM1	ID=cds400	SGD:S000000404
YBR200W-A	NA	ID=cds401	SGD:S000028535
YBR201W	DER1	ID=cds402	SGD:S000000405
YBR201C-A	NA	ID=cds403	SGD:S000087085
YBR202W	MCM7	ID=cds404	SGD:S000000406
YBR203W	COS111	ID=cds405	SGD:S000000407
YBR204C	LDH1	ID=cds406	SGD:S000000408
YBR205W	KTR3	ID=cds407	SGD:S000000409
YBR207W	FTH1	ID=cds408	SGD:S000000411
YBR208C	DUR1,2	ID=cds409	SGD:S000000412
YBR210W	ERV15	ID=cds410	SGD:S000000414
YBR211C	AME1	ID=cds411	SGD:S000000415
YBR212W	NGR1	ID=cds412	SGD:S000000416
YBR213W	MET8	ID=cds413	SGD:S000000417
YBR214W	SDS24	ID=cds414	SGD:S000000418
YBR215W	HPC2	ID=cds415	SGD:S000000419
YBR216C	YBP1	ID=cds416	SGD:S000000420
YBR217W	ATG12	ID=cds417	SGD:S000000421
YBR218C	PYC2	ID=cds418	SGD:S000000422
YBR219C	NA	ID=cds419	SGD:S000000423
YBR220C	NA	ID=cds420	SGD:S000000424
YBR221C	PDB1	ID=cds421	SGD:S000000425
YBR221W-A	NA	ID=cds422	SGD:S000028817
YBR222C	PCS60	ID=cds423	SGD:S000000426
YBR223C	TDP1	ID=cds424	SGD:S000000427
YBR225W	NA	ID=cds425	SGD:S000000429
YBR227C	MCX1	ID=cds426	SGD:S000000431
YBR228W	SLX1	ID=cds427	SGD:S000000432
YBR229C	ROT2	ID=cds428	SGD:S000000433
YBR230C	OM14	ID=cds429	SGD:S000000434
YBR230W-A	NA	ID=cds430	SGD:S000029722
YBR231C	SWC5	ID=cds431	SGD:S000000435
YBR233W	PBP2	ID=cds432	SGD:S000000437
YBR233W-A	DAD3	ID=cds433	SGD:S000007595
YBR234C	ARC40	ID=cds434	SGD:S000000438
YBR235W	VHC1	ID=cds435	SGD:S000000439
YBR236C	ABD1	ID=cds436	SGD:S000000440
YBR237W	PRP5	ID=cds437	SGD:S000000441
YBR238C	NA	ID=cds438	SGD:S000000442
YBR239C	ERT1	ID=cds439	SGD:S000000443
YBR240C	THI2	ID=cds440	SGD:S000000444
YBR241C	NA	ID=cds441	SGD:S000000445
YBR242W	NA	ID=cds442	SGD:S000000446
YBR243C	ALG7	ID=cds443	SGD:S000000447
YBR244W	GPX2	ID=cds444	SGD:S000000448
YBR245C	ISW1	ID=cds445	SGD:S000000449
YBR246W	RRT2	ID=cds446	SGD:S000000450
YBR247C	ENP1	ID=cds447	SGD:S000000451
YBR248C	HIS7	ID=cds448	SGD:S000000452
YBR249C	ARO4	ID=cds449	SGD:S000000453
YBR250W	SPO23	ID=cds450	SGD:S000000454
YBR251W	MRPS5	ID=cds451	SGD:S000000455
YBR252W	DUT1	ID=cds452	SGD:S000000456
YBR253W	SRB6	ID=cds453	SGD:S000000457
YBR254C	TRS20	ID=cds454	SGD:S000000458
YBR255W	MTC4	ID=cds455	SGD:S000000459
YBR255C-A	RCF3	ID=cds456	SGD:S000007649
YBR256C	RIB5	ID=cds457	SGD:S000000460
YBR257W	POP4	ID=cds458	SGD:S000000461
YBR258C	SHG1	ID=cds459	SGD:S000000462
YBR259W	NA	ID=cds460	SGD:S000000463
YBR260C	RGD1	ID=cds461	SGD:S000000464
YBR261C	TAE1	ID=cds462	SGD:S000000465
YBR262C	MIC12	ID=cds463	SGD:S000000466
YBR263W	SHM1	ID=cds464	SGD:S000000467
YBR264C	YPT10	ID=cds465	SGD:S000000468
YBR265W	TSC10	ID=cds466	SGD:S000000469
YBR267W	REI1	ID=cds467	SGD:S000000471
YBR268W	MRPL37	ID=cds468	SGD:S000000472
YBR269C	SDH8	ID=cds469	SGD:S000000473
YBR270C	BIT2	ID=cds470	SGD:S000000474
YBR271W	EFM2	ID=cds471	SGD:S000000475
YBR272C	HSM3	ID=cds472	SGD:S000000476
YBR273C	UBX7	ID=cds473	SGD:S000000477
YBR274W	CHK1	ID=cds474	SGD:S000000478
YBR275C	RIF1	ID=cds475	SGD:S000000479
YBR276C	PPS1	ID=cds476	SGD:S000000480
YBR278W	DPB3	ID=cds477	SGD:S000000482
YBR279W	PAF1	ID=cds478	SGD:S000000483
YBR280C	SAF1	ID=cds479	SGD:S000000484
YBR281C	DUG2	ID=cds480	SGD:S000000485
YBR282W	MRPL27	ID=cds481	SGD:S000000486
YBR283C	SSH1	ID=cds482	SGD:S000000487
YBR284W	NA	ID=cds483	SGD:S000000488
YBR285W	NA	ID=cds484	SGD:S000000489
YBR286W	APE3	ID=cds485	SGD:S000000490
YBR287W	NA	ID=cds486	SGD:S000000491
YBR288C	APM3	ID=cds487	SGD:S000000492
YBR289W	SNF5	ID=cds488	SGD:S000000493
YBR290W	BSD2	ID=cds489	SGD:S000000494
YBR291C	CTP1	ID=cds490	SGD:S000000495
YBR293W	VBA2	ID=cds491	SGD:S000000497
YBR294W	SUL1	ID=cds492	SGD:S000000498
YBR295W	PCA1	ID=cds493	SGD:S000000499
YBR296C	PHO89	ID=cds494	SGD:S000000500
YBR296C-A	NA	ID=cds495	SGD:S000028605
YBR297W	MAL33	ID=cds496	SGD:S000000501
YBR298C	MAL31	ID=cds497	SGD:S000000502
YBR298C-A	NA	ID=cds498	SGD:S000028606
YBR299W	MAL32	ID=cds499	SGD:S000000503
YBR301W	PAU24	ID=cds500	SGD:S000000505
YBR302C	COS2	ID=cds501	SGD:S000000506
R0010W	FLP1	NA	NA
R0020C	REP1	NA	NA
R0030W	RAF1	NA	NA
R0040C	REP2	NA	NA
YCL073C	GEX1	ID=cds502	SGD:S000000575
YCL069W	VBA3	ID=cds503	SGD:S000000574
YCL068C	NA	ID=cds504	SGD:S000000573
YCL067C	HMLALPHA2	ID=cds505	SGD:S000000572
YCL066W	HMLALPHA1	ID=cds506	SGD:S000000571
YCL064C	CHA1	ID=cds507	SGD:S000000569
YCL063W	VAC17	ID=cds508	SGD:S000000568
YCL061C	MRC1	ID=cds509	SGD:S000000566
YCL059C	KRR1	ID=cds510	SGD:S000000564
YCL058W-A	ADF1	ID=cds512	SGD:S000028518
YCL058C	FYV5	ID=cds511	SGD:S000000563
